,tweet_id,text,class
26,9724801247,me salve de no tener el auto ahí por andar carreteando!!! http://twitpic.com/15m88u,0
27,9725065481,@verocanales al otro lado del rio. debe estar mas o menos cuatica la cosa en el arrayan,0
28,9725098208,aeropuerto de santiago de chile seriamente dañado tras el terremoto,1
29,9725129272,47 muertos en chile por el terremoto hasta los momentos  no se saben si hay mas victimas han habido 4 replicas,1
30,9725174902,de cuanto fue el #terremotoenchile?,0
31,9725190378,mi gran apoyo alos hermanos de chile,0
32,9725235872,porfavor angelito de mi gaurda y de mi dulce compania no dejes q llegue el tsunami hasta la costa de san francisco o tendremos probemas :[,0
33,9725266428,aun veo una columna de humo bastante negro hacia renca y conchali !!! #chile,1
34,9725370381,@verocanales las hijas de mi esposo viajan hoy (se supone) a antofagasta después de pasar el verano con nosotros.,0
35,9725401043,en vivo: ministro del interior recomienda permanecer en sus casas: numerosos cortes en carretera,1
36,9723041078,rt @cruzrojainforma: reúna agua en tinas y otros recipiente,1
37,9723167163,últimas noticias del #terremotochile en la televisión chilena http://bit.ly/cmdpdu,1
38,9723187671,dios mio... me levanto para estudiar y veo esto... terremoto en chile y tsunami en japón... o.o,0
39,9723422002,están trabajando para restablecer comunicaciones #terremotochile (bachelet),1
40,9723440045,bachelet: hay una enorme cantidad de daños que no sabemos su exacta dimensión #terremotochile,1
41,9724137454,es la replica mas fuerte,0
42,9724187994,@tvn_mauricio en que pagina puedo ver los lugares mas impactados por el sism,1
43,9724297732,que aula de espanhol chaata ddd;,0
44,9724520268,@anahi aun estás en chile?estás bien?contestame por favo,0
45,9724635278,@yosoyallendista desde venezuela toda la fuerza y solidaridad con todo chile!!! de dia se ve la magnitud. aca todos pendientes,0
46,9724748802,#terremotochile ¿mala evaluación del servicio de celulares para emergencias...? (otra réplica),0
47,9720695650,joer enternandome de lo de chile  en cnn tambien esta!,0
48,9720748262,nada grave?! gracias a dios!! orando por chile!! mantenganse seguros!!  (#moteconhuesillo live at http://ustre.am/cug7),0
49,9720781971,cnn en español ya está mencionando el hecho #terremotochile y menciona twitter como fuente de información,1
50,9720938734,mmm... atento a lo del #terremotochile  mediante @razctek y @roblesmaloof,0
51,9721101653,ai no el colmo!!-- al tanto de todas las noticias y no sabia lo de chile!,0
52,9721353513,rt @jguerrero primeras fotos de temblor chile http://twitpic.com/15livb,1
53,9721296102,rt @sarahilezama: rt @calle13oficial a los chilenos que estan fuera de su país ..esten mas tranquilos. lo mas fuerte parece que ya paso..,0
54,9720013341,rt: @arojasjimenez: terremoto en chile es de,0
55,9720085638,omg! terremoto de 8.5 en #chile?!,1
56,9720134541,@indiferencia @cnagency: cobertura en vivo del terremoto de chile por ustream: http://bit.ly/bnjhzj // lo estoy viendo ahora.,1
57,9720188092,rt @monicamateosv: rt @cachacuasmx: la magnitud de este terremoto supera por mucho al de haití. pero con mucho #terremotochile,0
58,9720205931,amigos preparense para las replicas porfa!!!!!!!!!!!,0
59,9720223901,@flowhotwebsite advertencia de tsunami mas detallada http://www.prh.noaa.gov/ptwc/messages/pacific/2010/pacific.2010.02.27.064454.txt,1
60,9720224353,rt @geographile: rt @rodrigobno: no hay comunicaciones en santiago. la metrópoli sin energía eléctrica. es la pesadilla. bio bio fuera d ...,1
61,9720294803,rt @asaliah_vz: que todos nuestros amigos chilenos y los twitteros chilenos esten bien y que no sea mas que no gran susto. : #terremotochile,0
62,9720418997,@camilasandoval_ ni si quiera puedo llamar a mi papás y decirles que estoy bien,1
63,9720539603,noma ese temblorsote de chile que miedo &gt;.......&lt;  y ahora hay replica &gt;........&lt; y al parecer habra mas &gt;....................&lt;,0
64,9720571025,@laciudadelpoeta y como te enteraste del terremoto?,0
65,9720654137,rt @carolinamillan: llamado a no recorrer las calles en automóvil - escuchando a @tvn_monicar entrevistar al subsecretario #terremotochile,1
66,9723460322,16 muertos confirmados en chile // 16 confirmed dead in chile (#moteconhuesillo live at http://ustre.am/cug7),1
67,9723524166,mapa de chile por regiones:  http://bit.ly/94yreh (vía @pericomp3),0
68,9723773895,a tsunami watch is in effect for colombia / antarctica / panama / costa rica / nicaragua / pitcairn / honduras / el salvador /,1
69,9723818154,rt @leoprieto: estructura de estacionamiento se derrumbó en las conde,1
70,9723925077,47 muertos #terremotochile la noticia es confirmada =(,1
71,9724034209,ahora chile!!! ¿por qué tiembla tanto ultimamente?,0
72,9719315995,rt @curvaspoliticas sin luz viña del mar/santiago #earthquake #chile 8.5 usgeo concepcion epi. tsunami alerta para costa,1
73,9719436047,rt @indiferencia: rt @mikhel: #terremotochile a ver si el hashtag nos da algo de info de los amigos en chil,0
74,9719653867,diosss chileeeee 8.5 dioss ojala y todos esten biennn!!! que miedo se~or cuidalos a todos por alla aii dioss,0
75,9719717657,alguna info de chile? 8.3 es algo brutal. donde fue el epicentro? mar o tierra?,1
76,9719752580,rt @villavorzov: @rockeraroja saludos ya no contestas. cual sissmo?// que no contestó? un terremoto en chile de 8.3,0
77,9719770590,@calle13oficial mis pensamientos están con el pueblo chileno,0
78,9719788107,@calle13oficial no encuentro nada en la re,0
79,9719805253,@patricionavia en el sector de recoleta muchas casas en el suelo y choques de  autos  en  recoleta  altura del 3.000 casi llegar a dorsal,1
80,9719841200,rt @roycampos: rt @diegovivas: utilicen el hashtag #terremotochile para recolectar toda la información que posean. por favor.,1
81,9719860480,increíble lo importante de twitter para situaciones como la de #chile,0
82,9719966506,@soledadonetto  8.3...y muy poca información por el momento @cooperativa.cl,1
83,9705328122,ojala aki fuera igual rt @juanes: un aplauso por el dictamen de la corte constituciona,0
84,9705362120,puta que la merda! essa cara toca muito no guiatr hero  -  http://www.youtube.com/watch?v=bpliru1sdtc&feature=related,0
85,9705459847,rt @luciaa_jb: rt : si piensas que el disney channel latinoamerica es un asco ! x que se demoran 20000 aÑos en estrenar serie,0
86,9705776600,porque viene cn las mismas cancione,0
87,9718007124,@melkristen concierto d ellos en mi ksa no iras no tienes permiso!! es peliigroso x ahii!! no vamos a ir! po mas chevre q suene ese concert,0
88,9718239596,cual es el face de verdd de anny???  (@fuentesilva)http://yfrog.com/4encybj,0
89,9718425912,y tenemos temblor!,0
90,9704066266,el papa es una piedra filosofal!!!!,0
91,9704078125,@anibalgr hablamos de viejos,0
92,9704184496,rt @twiterillo: la cantante @fanny_lu salió perjudicada porque #arjona se niega a cerrar (via @ivanvalenzuela) || ..y así con los divos  ...,0
93,9704346245,menem generó impasse en el senado tras faltar a votación clave http://url4.eu/1up0m,0
94,9704391947,@bruunomiguel me segue por favor *o*,0
95,9704564011,a too esto.....brooks se sigue cagando a la anfp xd....la camiseta nueva es horrible,0
96,9704575767,pucha que es bueno el último disco de jamie cullu,0
97,9704695335,arjona es un talego de gónadas... voy a ver algo por vod hoy.,0
98,9704798440,pido disculpas a los fans de #arjonachanta,0
99,9705067866,me causo cuando kev en el cap dijo .... en el estudio de grabÚcion jajajajaja,0
100,9709442036,me cago monumentalmente en arjona de una manera que no imaginan se necesitan matematicos y fisicos para calcular  todo lo que me cago en el,0
101,9709455345,@ivanvalenzuela rt @seba_silva: no es por nada pero como que deberìan haber hecho un concurso para los twitteros..somos mas fieles #vina2010,0
102,9709480288,@marcelo_osorio_  pa no meter mas las patas,0
103,9709470229,rt @foxtroy: chao con arjona ¿qué se cree el weón? ponemos un cd con canciones bajasdas del ares y lo tenemos cantando igual #vina2010,0
104,9709579774,pq mi cd no es así http://bit.ly/d4hpvm recien me fijo,0
105,9709626382,@soledadonetto espero que disfrutes el concierto de arjona quien commo tu :d,0
106,9709672523,@gonzalolarenas si de todas maneras yo tambien he visto cosas asi... pero esto justamente debe acabar.,0
107,9709705036,@camiescobar ya lo leí,0
108,9709715664,"""aquel que duda y no investig ",0
109,9709727086,@whoiscarlos http://twitpic.com/14lorq - que tensa!,0
110,9709818419,igual palos para ti nicolá,0
111,9709829535,porrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,0
112,9709984199,qué no es rony palma??? #arjonachanta #mtuit,0
113,9710030016,@pipedelgado con un vodka al lad,0
114,9710042228,@dalila_uruguaya oh que mala estan pasando arjona tvn chile,0
115,9710076881,@mparadalopez prometel,0
116,9712949619,antorcha ! aunque no me guste mucho arjona me se todas las canciones! que penosaxd,0
117,9713094028,los premios no se piden!!!,0
118,9713135862,por miedo a quedar solo,0
119,9713178926,no quiero entrar al colegi,0
120,9713194012,@soledadonetto sole!!! ya que lo saludaste de cerc,0
121,9713210091,"es gracioso ver a los gatos subir una especie de ""escalera"" vertical... ",0
122,9713254760,@felipesaleh la gracia de arjona es que son rimas a nivel del semc,0
123,9713300327,quizas en otras vidas... quizas en otras muertes ...,0
124,9713483185,"#vina2010 arjona chanta dice ""los premios no hay que pedirlo ",0
125,9713596397,la señora se harà pipi ! #arjona #viña2010,0
126,9713610333,@marcoporchile cuando se habla de sus cualidades terapeutica siempre se olvida la mas impotant,0
127,9710855431,@yamijones ciert,0
128,9710868399,viendo a ricardo arjona (llllllllllllllllllllllllllllllllllllllllllllllllllllllll),0
129,9710919316,#demasiado preguntenle al &quot;trovador&quot; po http://bit.ly/ailqjs,0
130,9711038950,hoy contabilicé 43 #ff y 5 #ffespecial :),0
131,9711089899,por lo menos la mina se tomo la sopa...,0
132,9711127185,@mi hermana ledijo al martin que soy mongolito que no entendi y el se echo a reir ?,0
133,9711140429,@maur475 eso es poco  :/,0
134,9711153387,por favor que sea tt #mileydaymarch24th // please be tt #mileydaymarch24th,0
135,9711179456,@pablobarra volvió el freewiken de entel??,0
136,9711296309,#venezuelarockswithjonas por qué ya no somos tt en san antonio?,0
137,9711348889,@isdestinyhope yo no puedo encontrar uno que suene como en el cd :/,0
138,9711414384,mi hermana trabaja en el sheraton.. y conociÓ a amÉricoooo!!! ahh! xd,0
139,9711468656,"#demasiado elstark y algo mas @hotmail.com
 http://bit.ly/ailqjs ",0
140,9711508968,@soledadonetto como sea arjona se ve bien! =d,0
141,9717178748,ya queridos #mtuit... buenas noches... un agrado...,0
142,9717290766,los que desafiaron la vida y la muerte http://bit.ly/cywwh1,0
143,9708864204,@soledadonettohermoso tu vestido,0
144,9709012905,al twitter con estas instituciones!! #ff para @profeco @gobiernodf @gobiernofederal @profeco @sismologicomx @canal22 @notimex @supremacorte,0
145,9709132951,hoy me invitaron a krretiar y dije que no porque queria ver a arjon,0
146,9709258502,por amo,0
147,9709341124,salas cuna y jardines infantiles disponen de un nuevo plan integral de seguridad: el manual apunta a ... http://bit.ly/ddvuvd [ptomontt.cl],0
148,9709378116,@pvergaram con respecto a que mi estimada?,0
149,9707450566,@isetmycatonfire tito el bambino patudo de mierda yo creo que era para puro ganarle a don omar no vei que es el patrchon,0
150,9707546999,@alitae link de combinaciones del vodka: http://bit.ly/cpyzs3,0
151,9707510908,"rt @shaamiih: http://twitpic.com/15jd1f - esto es lo que pasa despues de que  

@angiejobross ataca a joe ",0
152,9707659935,y que estoy enganchada a lo nuevo de julian casablancas.,0
153,9707720880,#vina2010 #fv10 ¿ las apuestas ? con gaviota ya!!,0
154,9710278425,y la gente cree que #arjonachanta es un poeta... #fv10,0
155,9710293475,rt @cone_dreamer: rt si pensas que los @jonasbrothers son solo de sus fans y que no te importa con quien salgan o a quien le escriban. j ...,0
156,9709686001,rt @eslaverdad1: por los que a veces quisieran agarrar a esa persona y decirle todo!,0
157,9710521703,"por ke &$%""$% canal 13 hizo eso con fanny_lu ",0
158,9710559692,no se escribir haciendo xd asdkjaskldj :s,0
159,9710387478,rt @jumastorga: rt @panchodays: el escenario de arjona parece los techos por donde arranco el brayan // jajaja #mtuit,0
160,9710617158,busco durante 2 rondas el canal chileno en la ex tv de mi hermana [antichilena =(] y luego se me prendió la vela..lo habia eliminado :p,0
161,9710676488,mueroo!!! amo esta cancion t.t!,0
162,9710725600,@festivina2010 ojala dure poco arjona!! es de los artistas que no tiene respeto por los demas artistas y canta canta canta canta y canta,0
163,9708050643,para los mentirosos (as) que dicen no conocer los moteles... ahi les va un link... mas q obvio jajaja http://bit.ly/ayevra,0
164,9708159850,@mrdembow787 a mi me lo dijo en su chat... hiba a estar produciendo pa dy mundia,0
165,9708274083,@soledadonetto la niña rubia es igual a ti.. jajajajajjaaj saludos desde talca - http://filesocial.com/calbtsv,0
166,9708320043,"rt @galanteddm aki esta el tema official de galante ""el emperador"" - ""a escondidas"" http://usershare.net/cubccm98x0se &lt;&lt;&lt;--- este es el q es ",0
167,9708361134,@mellamocarla  xddd buena!  hoy tuve pelo de leo rey! xd me lave el pelo y no me lo seque. tenía hartos rulos =3=,0
168,9708438154,#vinaenvivo porque usan playback???!!!!!! http://bit.ly/dsdja4,0
169,9708449233,cabros: ¿han probado este manjar? http://twitpic.com/15ji2m,0
170,9708494099,y dj mendez la rompía en sueci,0
171,9708528744,@tuckerchile chicas se me es de mucha importancia comunicarme con ustedes gracias,0
172,9708562164,@soledadonetto ypo sole q todavia keda arjona po!!!manden a comerciales y se hacen los lesos!!,0
173,9708583318,@soledadonetto se nota que quieren bajar luego a la noche.. por la presentación de arjona...,0
174,9712240209,pucha si pudiera partir la pantalla por la mitad para ver el festival y asi somos seria bkn,0
175,9712267394,me agradan algunos de sus clásico,0
176,9712373475,@soledadonetto esta es muy buena también,0
177,9712401486,@soledadonetto  es muy buena esa cncion,0
178,9712457491,el problema no es el dañ,0
179,9712539960,@reporteropop el problema es que la quinta va a quedar pasada a pipi con toas las minas...,0
180,9712749376,@jowell1 mi loco tengo un hablaito pendiente contigo shi shi! tq,0
181,9712807893,http://twitpic.com/15k6hc - les presento a el nuevo tenista aaaaaaaaaaaaaaaaaaaaaaaa xd,0
182,9712823971,el reloj de pared....(8) con karaoke!! cool,0
183,9712839411,porqué xuxa hay gente (@ssiiaabb) que siempre! nota mí error ortografico dx,0
184,9712854491,rt @twittnacho: ya no doy mas!!! con arjona me dieron ganas de sacarle la chucha a mi polola wn jaja broma wn xd #vina2010 #fv10,0
185,9716563594,@mich__e y que wea! xd,0
186,9716640336,@carloszarate13 m voy a ver rec2buenisima película de miedo,0
187,9716715824,@carloszarate13 una confesio,0
188,9716583976,rt @seba_ortiz: #fv10 #vina2010 #fannylu al menos fue digna y canto lo que tenia y se bajo sin esperar grandes vitoreos ni premios. un 7 ...,0
189,9716824171,@esteesryanross lo adivinaste &lt;3! y después uno por que se enamora de ti.. sé que eres un seguidor de mcr (?) yo igual lo soy :3,0
190,9717034028,con esto cerramos?? #mtuit,0
191,9715172093,rt @nperezr: el publico de la quinta se v,0
192,9715494306,rt @matiasrivade: y el premio es un cabernet sauvignon reserva del valle de colchagua @andreithai/ =o,0
193,9715599903,@deinacarolina tonta po :b teamo :z estare aqi cmo hasta las 5 :b,0
194,9715638562,tengo sueño y mañana vendrán a webiar a las 8 am para poner ventanas d:,0
195,9715692492,ay pablo nuestra cancio,0
196,9715709097,y aparte de este tema... que mas tiene? xd,0
197,9715732960,rt @fuentesilva: mish...  fanny lu con todo. la quinta no esta nada de vacía.  http://yfrog.com/1eeucj,0
198,9715839751,es mi idea o seesmic se actualiza super lento :s,0
199,9715859678,@cocopoblete nos volvimos lokitassss con fanny?,0
200,9715839764,"rt @twiterillo: fanny lu tiró altiro las únicas 2 canciones ""conocidas"" (en chile) d: #vina2010 #fv10 #mtuit ",0
201,9716007927,rt @m4muffins: urgente: @fanny_lu es felicitada por una lluvia de golpes por parte de #arjonachanta en el backstage de #vina2010 #fv10,0
202,9716066776,anahi tiene autoridad moral para evaluar canciones??? supongo que no sera la encargada de la afinacion jajaj,0
203,9716109909,rt @reasontolie: me gusta el tiempo en las bastilla,0
204,9716207127,rt @nadaqueaportar: polvo y pastilla,0
205,9716228188,canta muy mal el vocalista de difuntos correa como para haberlos seleccionado =/,0
206,9706682917,para defender @victoria1039fm participa caravana hasta conatel caracas el jueves 4 de marzo.punto dconcentración peaje d la victoria6am,0
207,9706715354,y mi prima chica está con ataque... tapones urgentes,0
208,9706782982,@valesalazr jajaj eso es lo qe lei por ahi qe decia de @biobio,0
209,9706758954,rt @m4muffins: @pabloespinozadu nada de raro que #arjona #arjonachanta exija todos los premios de #vina2010 #fv10 al igual que tito el m ...,0
210,9707035639,@cacasparra sempree,0
211,9707195540,@nadaqueaportar como con el diente del maestro raphael #mtuit,0
212,9707210380,rt @biobio: y la gente ya comienza a pedir antorcha. ¿merecido? // n,0
213,9707265208,#vina2010 #fv10 ¿ leo rey esta resfriado,0
214,9707304652,@carloszarate13 y a ud. le gusta ricardo arjona?? saludos desde viña.,0
215,9718643647,la caga se calleron muros,0
216,9719203838,rt @cunerodesatan: @racsolin @lunetaz   que temblo en chile???&lt;-- y si fue fuerte vee http://bit.ly/dw7q80,1
217,9706036478,"rt @reporteropop: 98 por ciento de la quinta debe decir ""¿qué cresta es twitter?"" #viña2010 #fv10 #arjonachanta ",0
218,9705288564,rt @juanes: un aplauso por el dictamen de la corte constituciona,0
219,9706321557,con los vidrios empañados jajajaja #vina2010 #fv10,0
220,9706397092,@rauldemolina gordo porque te pusiste seloso de willyam levy?,0
221,9706620212,@polibt siempre he pensado lo innecesario que son los bailarines en viña.,0
222,9711552211,@masidulmariafan  tiene una pizca de acento mexicano no se si te has dado cuenta a lo mejor xqe ha vivido mucho alla y se le pega el acento.,0
223,9711642419,uhhmmm no me gusta mucho esta cancion... #fv10,0
224,9711667217,rt @pajaiito: @gabypablo @gabyballesteros quiero decirles que la página web de la espol está entre las 40 (cont) http://tl.gd/c4fih,0
225,9711811646,y puta q duele oh u.u (pero sigo con el odio xd),0
226,9711825152,patético es creer que una mentira convoque a los duendes del milagr,0
227,9711928442,con una canción de arjona me he ahorrado explicaciones &lt;/3,0
228,9710960953,rt @fanjonasyare: jajaja la cara exitada de nick http://twitpic.com/k45h7 omg!! en que estaba pensando!! se exita el pobre,0
229,9712003855,@soledadonetto y cuanto se demoraron en montar todo ese aparataje?,0
230,9712066329,@halconmatinal felipe minimo 2 gaviotas para arjon,0
231,9713635065,@halconmatinal que no se vaya arjonaaaaaa por fa :(!!! un rato mas! que cante pinguinos en la cama :(! (??),0
232,9713647712,@inugami_chan  me pregunte lo mismo de  don omar y de tito el mendigo xd saludos,0
233,9713682409,rt @withroock: @soledadonetto sole dile que cante mujere,0
234,9713758120,#vina2010 #fv10 vamos aclarando el panoramaaa (8),0
235,9713774318,por un momento me imaginé una batalla campa,0
236,9713808652,@franciscodop frannnn estou super feliz por vcs lindoss!!,0
237,9713875315,coo el arjona no juega! tremend concert n vina! cito: u201cel premio no lo pedimo,0
238,9713988209,@masochistlion_  por que la otra vez me dejaste hablando sola ¬¬  y me dio rabia y te iba a mandar a la .... tu sabes jajaja,0
239,9714124953,@neovladdracul que loco a mi me matan las morena,0
240,9714188817,"@soledadonetto falto ""tu reputacion"" .. no quedo totalmente complacida :( ",0
241,9714236905,@_nikoll xd me aburria en la tarde y busque el app y ahi esta (r) xd,0
242,9714255272,se viene @fannylu ....vamos que se puede,0
243,9714337196,@rorrox si ps.. estaré todo el dia en el starbucks esperando a q tal vez no llegues xd,0
244,9714257885,rt @vivikreutzberge: @fuentesilva de oro? no hay. doble plata? mmm...// podrían hacer combos...como en el mc donalds.....,0
245,9714566944,quede con gusto a poco ... faltaron mas canciones de arjona!,0
246,9714626747,nota mental : no me puedo exceder con los traguitos hoy ... mañana hay que estar digna pal casorio ! ( 2 piscolas ya ),0
247,9714806552,@maisayshighfive tuya po mensa de la vida cotidiana homosexual de los angeles de estela de peluqeros gays q se creen machos como mecreoyurri,0
248,9714848249,ya se vienen planos cerrados solo al escenari,0
249,9715009150,ganó: natalia morales muchas felicidades era cyrus niñas termino el juego por hoy mañana seguimos con las demás... http://bit.ly/aqfvqy,0
250,9726195130,el terremoto de chile se ha sentido primero en twitter y en la red http://www.20minutos.es/noticia/639530 #terremotochile #chile,1
251,9726238729,despertandome y viendo a chile en los temas mas hablados =s....primero haiti luego chile. 78 muertos hasta ahora,1
252,9726252024,rt @latercera gobierno decreta zona de catástrofe regiones del maule y del biobío tras terremoto http://twurl.nl/eewzsk,1
253,9726296866,6 horas tuiteando #terremotochile voy por un cigarro... y vuelvo...,0
254,9726051129,rt @globovision: el aeropuerto internacional de santiago fue cerrado por algunos daños en sus instalaciones y se ha informado de varios  ...,1
255,9726410075,muchos terremotos últimamente. la tierra se está cansando de nosotros. la entiendo.,0
256,9726434126,rt @albertoravell: bachelet al frente de la situacion en chil,1
257,9726460879,lean un poco de esto y ya luego me platican. http://bit.ly/wshnh http://bit.ly/cjwxck relacionado con el terremoto de chile de 8.3º,1
258,9726538660,aeropuerto internacional arturo merino benitez cerrado #terremotochile,1
259,9748540691,rt @sarahilezama: rt @niniotroll rt @hace_rt telefonos de emergencia en chile se piden que se retuiteen 568 1290/ 568 1295,1
260,9743501277,rt @fggutierrez: rt @tentandote: por favor retwiteen los teléfonos de emergencia en chile 568 1290 / 568 1295 - argentina -@rocsidiaz,1
261,9746030723,rt @muchbetteer: me acorde de la peli 3d de lso joans que joe hace  terremotoo  con la mes,0
262,9747699566,rt @peeweemusic: mis oraciones para chile y hawaii,0
263,9730601581,rt @ayudachile: @juanes @shakira @ricky_martin ayúdennos a difundir esta cuenta para encontrar a familiares,1
264,9741716945,rt @twitter_es: la cuenta @ayudachile fue creada para contactar familiares y amigos en chil,1
265,9726842042,terremoto de chile se siente en la argentina y su capital http://bit.ly/aiblaz,1
266,9726880128,rt @eluniversal: los terremotos más devastadores en américa latina http://bit.ly/bonish #terremotochile,1
267,9744480486,alguien de cabrero que me pueda decir como está la cosa por allá? tengo parientes por ahí que no puedo contactar #chile,1
268,9744498008,@paulalanas estamos todos bie,0
269,9744516134,como puede haber gente surfeando en #hawaii!!!!!! sera entrete verlos en las olas jajajaja,0
270,9744534003,rt @curvaspoliticas: ayuda de info de cañete http://bit.ly/b30ml5 // @anibalgr,1
271,9744540253,@babyrodriguez te acuerdas de nico? el esta al sur de la ciudad donde fue el terremoto mas grande y no los encuentran.. estoy triste,1
272,9744500924,rt @shanikberman: vean cnn @anahi dio ahí 1 entrevitsa y dice q ella esta bie,1
273,9744946503,@506networks yo espero q cuando inicien los toros digan algo del terremoto de chil,0
274,9743161799,rt @rockonjonas: tienen que reza,0
275,9737313203,rt @perucom: dos peruanas pierden la vida en terremoto de chil,1
276,9744036305,rt @tvn24h: 5 muertos y 11 desaparecidos en juan fernández por ola gigante. archipiélago tiene poco más de 500 habitantes. #terremotochi ...,1
277,9744142457,@minervaoatenea pues done lo poco que me quedaba en paypal con lod de hait,0
278,9744154537,@ecc185 parece que fue esta madrugada http://noticias.radiopaz.pe/2010/02/japon-tambien-sufrio-un-terremoto-1.html,1
279,9747829365,tsunami:  en hilo reportan subida en nivel del mar de 1 a 1.5 metros de acuerdo a tvlocal khon-fox,1
280,9747796291,rt @cubadebate: a 214 evela la cifra de fallecidos por #terremoto en #chile,1
281,9747849531,rt @pein_sama25: rt @yosoyallendista: retuiteen los teléfonos de emergencia en chile 568 1290 / 568 1295 #terremotochile (via @cristocal18),1
282,9747859329,centro de comandos en mi casa,0
283,9747944629,pero que ignorantes! rt @nelsonbocaranda: segun diario gramma los terremotos son producidos por un arma nueva del imperio!!! confirmado...,0
284,9746707882,por favor rt &gt; link para búsqueda de desaparecidos: http://bit.ly/9jllnh,1
285,9746691881,rt @flor_jb: yo me tranquilizo mirando qe la gente esta tranquila,0
286,9746738899,@reportwiteros y en conce como esta la situacion ?,1
287,9728881153,consulado de chile en valencia: 0241-8575263 | consulado de chile en pto ordaz: 0286-9614556 | consulado de chile en mcbo: 0261-7430460,1
288,9728911986,pendiente de una amiga en chile que no hemos podido contactar despues del terremoto.,1
289,9728941415,terremoto en chile desde antofagasta hasta santiago !!!!!,0
290,9728979751,no tengo luz no he podido ver nada de las noticias solo lo q me han dicho ustds porfa diganme si en santiago estan bien no me caen las llam,1
291,9728256701,absurdo ayer me quejaba del acento chilen,0
292,9728277068,pero arjona se merece mi respeto con la camisa q uso rt @lafreetanga: pobres chilenos. primero canto arjona en viña y ahora el terremoto...,0
293,9728251359,rt @eluniversal: gobierno de chile confirma 78 muertos http://bit.ly/ayb2qh #terremotochile,1
294,9728318920,he dormido sólo 2 horas por ver lo de chil,0
295,9745218122,@aletastets oye tu te podrias comunicar con alguien en chile es un numero celular?,1
296,9745223364,@danielomx stan transmitiendo lo del tsunami...,1
297,9745239119,esta es la pag para buscar a las personas que estan en chile http://www.google.com/intl/es/relief/chileearthquake/,1
298,9745261080,el epicentro fue en la región del bío bí,1
299,9743980955,rt @earcos: piden a @movistarchile que libere los wi-fi comerciales para poder mejorar comunicaciones /via @micronauta (rt porfa),1
300,9745354438,porque ver los canales nacionales de noticias repitiendo lo mism,0
301,9745359711,terremoto de chile 900 veces mas fuerte que haití se liberó 500 veces mas energía,1
302,9745803327,rt @dianitajonas: chile dios los acompaña siempre!!! #colombianeedsjonas,0
303,9745892838,rt @dmoficial: chicos los invito a donar a dulceamanecer.com.mx para ayudar a nuestros hermanos de chile y donde nos necesiten gracias,1
304,9739684990,@aledelareguera christian se conecto :) que bueeeno. gracias por todas sus mensajes s2,0
